Surprisal	Preposition	E/D	Connective	Crossing
67.81620025634766	By		. Therefore, 	E_nX
68.96524810791016	By		. In short, 	E_nX
71.3443603515625	By		. Again, 	E_nX
71.08226776123047	By		. I repeat, 	E_nX
68.9443359375	By		; thus, 	E_nX
68.62976837158203	By		; that is, 	E_nX
69.17699432373047	By		; therefore, 	E_nX
70.47795867919922	By		; in short, 	E_nX
73.33135223388672	By		; again, 	E_nX
71.13892364501953	By		; I repeat, 	E_nX
67.3916244506836	Near		. Thus, 	E_nX
67.84249877929688	Near		. That is, 	E_nX
67.36737060546875	Near		. Therefore, 	E_nX
68.41118621826172	Near		. In short, 	E_nX
70.50653076171875	Near		. Again, 	E_nX
70.67628479003906	Near		. I repeat, 	E_nX
68.67520141601562	Near		; thus, 	E_nX
68.52456665039062	Near		; that is, 	E_nX
68.90938568115234	Near		; therefore, 	E_nX
70.07670593261719	Near		; in short, 	E_nX
72.73331451416016	Near		; again, 	E_nX
70.93022155761719	Near		; I repeat, 	E_nX
31.858890533447266	Near		. Thus, 	E_X
32.013328552246094	By		. Thus, 	E_X
31.890846252441406	Near		. Thus, 	E_X
31.844083786010742	Near		. That is, 	E_X
31.965633392333984	By		. That is, 	E_X
31.80414390563965	Near		. That is, 	E_X
32.119693756103516	Near		. Therefore, 	E_X
32.209171295166016	By		. Therefore, 	E_X
32.045494079589844	Near		. Therefore, 	E_X
32.56214141845703	Near		. In short, 	E_X
32.916996002197266	By		. In short, 	E_X
32.66218566894531	Near		. In short, 	E_X
33.27098846435547	Near		. Again, 	E_X
34.060340881347656	By		. Again, 	E_X
33.686187744140625	Near		. Again, 	E_X
33.71697235107422	Near		. I repeat, 	E_X
34.041385650634766	By		. I repeat, 	E_X
33.97898483276367	Near		. I repeat, 	E_X
32.27422332763672	Near		; thus, 	E_X
32.5989990234375	By		; thus, 	E_X
32.42629623413086	Near		; thus, 	E_X
30.682945251464844	Near		; that is, 	E_X
30.924663543701172	By		; that is, 	E_X
30.666913986206055	Near		; that is, 	E_X
32.76470184326172	Near		; therefore, 	E_X
32.9359130859375	By		; therefore, 	E_X
32.760215759277344	Near		; therefore, 	E_X
32.286014556884766	Near		; in short, 	E_X
32.7708740234375	By		; in short, 	E_X
32.44628143310547	Near		; in short, 	E_X
33.58628463745117	Near		; again, 	E_X
34.32337951660156	By		; again, 	E_X
33.97868728637695	Near		; again, 	E_X
33.22243118286133	Near		; I repeat, 	E_X
33.727325439453125	By		; I repeat, 	E_X
33.5752067565918	Near		; I repeat, 	E_X
31.858890533447266	Near		. Thus, 	E_X
31.844083786010742	Near		. That is, 	E_X
32.119693756103516	Near		. Therefore, 	E_X
32.56214141845703	Near		. In short, 	E_X
33.27098846435547	Near		. Again, 	E_X
33.71697235107422	Near		. I repeat, 	E_X
32.27422332763672	Near		; thus, 	E_X
30.682945251464844	Near		; that is, 	E_X
32.76470184326172	Near		; therefore, 	E_X
32.286014556884766	Near		; in short, 	E_X
33.58628463745117	Near		; again, 	E_X
33.22243118286133	Near		; I repeat, 	E_X
32.013328552246094	By		. Thus, 	E_X
31.965633392333984	By		. That is, 	E_X
32.209171295166016	By		. Therefore, 	E_X
32.916996002197266	By		. In short, 	E_X
34.060340881347656	By		. Again, 	E_X
34.041385650634766	By		. I repeat, 	E_X
32.5989990234375	By		; thus, 	E_X
30.924663543701172	By		; that is, 	E_X
32.9359130859375	By		; therefore, 	E_X
32.7708740234375	By		; in short, 	E_X
34.32337951660156	By		; again, 	E_X
33.727325439453125	By		; I repeat, 	E_X
31.890846252441406	Near		. Thus, 	E_X
31.80414390563965	Near		. That is, 	E_X
32.045494079589844	Near		. Therefore, 	E_X
32.66218566894531	Near		. In short, 	E_X
33.686187744140625	Near		. Again, 	E_X
33.97898483276367	Near		. I repeat, 	E_X
32.42629623413086	Near		; thus, 	E_X
30.666913986206055	Near		; that is, 	E_X
32.760215759277344	Near		; therefore, 	E_X
32.44628143310547	Near		; in short, 	E_X
33.97868728637695	Near		; again, 	E_X
33.5752067565918	Near		; I repeat, 	E_X
69.8542251586914	Near		. Thus, 	C_nX
69.38063049316406	By		. Thus, 	C_nX
69.99049377441406	Near		. Thus, 	C_nX
70.69979858398438	Near		. That is, 	C_nX
70.14431762695312	By		. That is, 	C_nX
70.87308502197266	Near		. That is, 	C_nX
70.02415466308594	Near		. Therefore, 	C_nX
69.24894714355469	By		. Therefore, 	C_nX
70.1249771118164	Near		. Therefore, 	C_nX
70.82086944580078	Near		. In short, 	C_nX
70.73123168945312	By		. In short, 	C_nX
71.20633697509766	Near		. In short, 	C_nX
72.86925506591797	Near		. Again, 	C_nX
73.09712982177734	By		. Again, 	C_nX
72.96002197265625	Near		. Again, 	C_nX
72.4219970703125	Near		. I repeat, 	C_nX
72.11768341064453	By		. I repeat, 	C_nX
72.48593139648438	Near		. I repeat, 	C_nX
69.834716796875	Near		; thus, 	C_nX
69.48796081542969	By		; thus, 	C_nX
70.15849304199219	Near		; thus, 	C_nX
69.87455749511719	Near		; that is, 	C_nX
69.616455078125	By		; that is, 	C_nX
70.27423095703125	Near		; that is, 	C_nX
69.98614501953125	Near		; therefore, 	C_nX
69.42922973632812	By		; therefore, 	C_nX
70.30802917480469	Near		; therefore, 	C_nX
71.415283203125	Near		; in short, 	C_nX
71.43756103515625	By		; in short, 	C_nX
72.02204895019531	Near		; in short, 	C_nX
73.90324401855469	Near		; again, 	C_nX
74.29264068603516	By		; again, 	C_nX
74.12093353271484	Near		; again, 	C_nX
71.60078430175781	Near		; I repeat, 	C_nX
71.4232406616211	By		; I repeat, 	C_nX
71.88399505615234	Near		; I repeat, 	C_nX
69.8542251586914	Near		. Thus, 	C_nX
70.69979858398438	Near		. That is, 	C_nX
70.02415466308594	Near		. Therefore, 	C_nX
70.82086944580078	Near		. In short, 	C_nX
72.86925506591797	Near		. Again, 	C_nX
72.4219970703125	Near		. I repeat, 	C_nX
69.834716796875	Near		; thus, 	C_nX
69.87455749511719	Near		; that is, 	C_nX
69.98614501953125	Near		; therefore, 	C_nX
71.415283203125	Near		; in short, 	C_nX
73.90324401855469	Near		; again, 	C_nX
71.60078430175781	Near		; I repeat, 	C_nX
69.38063049316406	By		. Thus, 	C_nX
70.14431762695312	By		. That is, 	C_nX
69.24894714355469	By		. Therefore, 	C_nX
70.73123168945312	By		. In short, 	C_nX
73.09712982177734	By		. Again, 	C_nX
72.11768341064453	By		. I repeat, 	C_nX
69.48796081542969	By		; thus, 	C_nX
69.616455078125	By		; that is, 	C_nX
69.42922973632812	By		; therefore, 	C_nX
71.43756103515625	By		; in short, 	C_nX
74.29264068603516	By		; again, 	C_nX
71.4232406616211	By		; I repeat, 	C_nX
69.99049377441406	Near		. Thus, 	C_nX
70.87308502197266	Near		. That is, 	C_nX
70.1249771118164	Near		. Therefore, 	C_nX
71.20633697509766	Near		. In short, 	C_nX
72.96002197265625	Near		. Again, 	C_nX
72.48593139648438	Near		. I repeat, 	C_nX
70.15849304199219	Near		; thus, 	C_nX
70.27423095703125	Near		; that is, 	C_nX
70.30802917480469	Near		; therefore, 	C_nX
72.02204895019531	Near		; in short, 	C_nX
74.12093353271484	Near		; again, 	C_nX
71.88399505615234	Near		; I repeat, 	C_nX
32.387657165527344	Near		. Thus, 	C_X
32.125633239746094	By		. Thus, 	C_X
32.46092987060547	Near		. Thus, 	C_X
32.94557571411133	Near		. That is, 	C_X
32.728477478027344	By		. That is, 	C_X
33.142024993896484	Near		. That is, 	C_X
32.41213607788086	Near		. Therefore, 	C_X
31.9993953704834	By		. Therefore, 	C_X
32.49620819091797	Near		. Therefore, 	C_X
32.79436111450195	Near		. In short, 	C_X
32.67970657348633	By		. In short, 	C_X
32.98396682739258	Near		. In short, 	C_X
33.71623992919922	Near		. Again, 	C_X
33.99941635131836	By		. Again, 	C_X
34.025211334228516	Near		. Again, 	C_X
33.27032470703125	Near		. I repeat, 	C_X
33.2690315246582	By		. I repeat, 	C_X
33.2911262512207	Near		. I repeat, 	C_X
32.069252014160156	Near		; thus, 	C_X
31.98779296875	By		; thus, 	C_X
32.271263122558594	Near		; thus, 	C_X
31.332632064819336	Near		; that is, 	C_X
31.387737274169922	By		; that is, 	C_X
31.570220947265625	Near		; that is, 	C_X
32.1220703125	Near		; therefore, 	C_X
31.858211517333984	By		; therefore, 	C_X
32.293556213378906	Near		; therefore, 	C_X
32.16542434692383	Near		; in short, 	C_X
32.26214599609375	By		; in short, 	C_X
32.512969970703125	Near		; in short, 	C_X
33.46616744995117	Near		; again, 	C_X
33.92511749267578	By		; again, 	C_X
33.793277740478516	Near		; again, 	C_X
32.56477355957031	Near		; I repeat, 	C_X
32.75314712524414	By		; I repeat, 	C_X
32.72687911987305	Near		; I repeat, 	C_X
32.387657165527344	Near		. Thus, 	C_X
32.94557571411133	Near		. That is, 	C_X
32.41213607788086	Near		. Therefore, 	C_X
32.79436111450195	Near		. In short, 	C_X
33.71623992919922	Near		. Again, 	C_X
33.27032470703125	Near		. I repeat, 	C_X
32.069252014160156	Near		; thus, 	C_X
31.332632064819336	Near		; that is, 	C_X
32.1220703125	Near		; therefore, 	C_X
32.16542434692383	Near		; in short, 	C_X
33.46616744995117	Near		; again, 	C_X
32.56477355957031	Near		; I repeat, 	C_X
32.125633239746094	By		. Thus, 	C_X
32.728477478027344	By		. That is, 	C_X
31.9993953704834	By		. Therefore, 	C_X
32.67970657348633	By		. In short, 	C_X
33.99941635131836	By		. Again, 	C_X
33.2690315246582	By		. I repeat, 	C_X
31.98779296875	By		; thus, 	C_X
31.387737274169922	By		; that is, 	C_X
31.858211517333984	By		; therefore, 	C_X
32.26214599609375	By		; in short, 	C_X
33.92511749267578	By		; again, 	C_X
32.75314712524414	By		; I repeat, 	C_X
32.46092987060547	Near		. Thus, 	C_X
33.142024993896484	Near		. That is, 	C_X
32.49620819091797	Near		. Therefore, 	C_X
32.98396682739258	Near		. In short, 	C_X
34.025211334228516	Near		. Again, 	C_X
33.2911262512207	Near		. I repeat, 	C_X
32.271263122558594	Near		; thus, 	C_X
31.570220947265625	Near		; that is, 	C_X
32.293556213378906	Near		; therefore, 	C_X
32.512969970703125	Near		; in short, 	C_X
33.793277740478516	Near		; again, 	C_X
32.72687911987305	Near		; I repeat, 	C_X
68.58453369140625	Near		. Thus, 	E_nX
69.40310668945312	By		. Thus, 	E_nX
69.26109313964844	Near		. Thus, 	E_nX
69.48332977294922	Near		. That is, 	E_nX
70.11109161376953	By		. That is, 	E_nX
70.18061065673828	Near		. That is, 	E_nX
68.60938262939453	Near		. Therefore, 	E_nX
69.23189544677734	By		. Therefore, 	E_nX
69.24409484863281	Near		. Therefore, 	E_nX
69.6636734008789	Near		. In short, 	E_nX
70.7525863647461	By		. In short, 	E_nX
70.48499298095703	Near		. In short, 	E_nX
70.87015533447266	Near		. Again, 	E_nX
72.4598159790039	By		. Again, 	E_nX
71.74410247802734	Near		. Again, 	E_nX
71.8146743774414	Near		. I repeat, 	E_nX
72.33792877197266	By		. I repeat, 	E_nX
72.51947021484375	Near		. I repeat, 	E_nX
68.77688598632812	Near		; thus, 	E_nX
69.60415649414062	By		; thus, 	E_nX
69.67378234863281	Near		; thus, 	E_nX
68.98606872558594	Near		; that is, 	E_nX
69.67503356933594	By		; that is, 	E_nX
69.86024475097656	Near		; that is, 	E_nX
68.79825592041016	Near		; therefore, 	E_nX
69.48107147216797	By		; therefore, 	E_nX
69.61954498291016	Near		; therefore, 	E_nX
70.31192779541016	Near		; in short, 	E_nX
71.38660430908203	By		; in short, 	E_nX
71.24874877929688	Near		; in short, 	E_nX
72.25933837890625	Near		; again, 	E_nX
73.82268524169922	By		; again, 	E_nX
73.29756164550781	Near		; again, 	E_nX
70.8346176147461	Near		; I repeat, 	E_nX
71.43573760986328	By		; I repeat, 	E_nX
71.68868255615234	Near		; I repeat, 	E_nX
68.58453369140625	Near		. Thus, 	E_nX
69.48332977294922	Near		. That is, 	E_nX
68.60938262939453	Near		. Therefore, 	E_nX
69.6636734008789	Near		. In short, 	E_nX
70.87015533447266	Near		. Again, 	E_nX
71.8146743774414	Near		. I repeat, 	E_nX
68.77688598632812	Near		; thus, 	E_nX
68.98606872558594	Near		; that is, 	E_nX
68.79825592041016	Near		; therefore, 	E_nX
70.31192779541016	Near		; in short, 	E_nX
72.25933837890625	Near		; again, 	E_nX
70.8346176147461	Near		; I repeat, 	E_nX
69.40310668945312	By		. Thus, 	E_nX
70.11109161376953	By		. That is, 	E_nX
69.23189544677734	By		. Therefore, 	E_nX
70.7525863647461	By		. In short, 	E_nX
72.4598159790039	By		. Again, 	E_nX
72.33792877197266	By		. I repeat, 	E_nX
69.60415649414062	By		; thus, 	E_nX
69.67503356933594	By		; that is, 	E_nX
69.48107147216797	By		; therefore, 	E_nX
71.38660430908203	By		; in short, 	E_nX
73.82268524169922	By		; again, 	E_nX
71.43573760986328	By		; I repeat, 	E_nX
69.26109313964844	Near		. Thus, 	E_nX
70.18061065673828	Near		. That is, 	E_nX
69.24409484863281	Near		. Therefore, 	E_nX
70.48499298095703	Near		. In short, 	E_nX
71.74410247802734	Near		. Again, 	E_nX
72.51947021484375	Near		. I repeat, 	E_nX
69.67378234863281	Near		; thus, 	E_nX
69.86024475097656	Near		; that is, 	E_nX
69.61954498291016	Near		; therefore, 	E_nX
71.24874877929688	Near		; in short, 	E_nX
73.29756164550781	Near		; again, 	E_nX
71.68868255615234	Near		; I repeat, 	E_nX
31.90123176574707	Near		. Thus, 	E_X
32.13148880004883	By		. Thus, 	E_X
32.131874084472656	Near		. Thus, 	E_X
32.803619384765625	Near		. That is, 	E_X
32.88343048095703	By		. That is, 	E_X
33.04356384277344	Near		. That is, 	E_X
32.03927993774414	Near		. Therefore, 	E_X
32.15350341796875	By		. Therefore, 	E_X
32.262245178222656	Near		. Therefore, 	E_X
32.473819732666016	Near		. In short, 	E_X
32.845001220703125	By		. In short, 	E_X
32.74681854248047	Near		. In short, 	E_X
32.958099365234375	Near		. Again, 	E_X
33.737220764160156	By		. Again, 	E_X
33.535362243652344	Near		. Again, 	E_X
33.52998352050781	Near		. I repeat, 	E_X
33.785003662109375	By		. I repeat, 	E_X
33.98751449584961	Near		. I repeat, 	E_X
31.697845458984375	Near		; thus, 	E_X
31.996612548828125	By		; thus, 	E_X
32.09722137451172	Near		; thus, 	E_X
31.14348602294922	Near		; that is, 	E_X
31.447555541992188	By		; that is, 	E_X
31.47323226928711	Near		; that is, 	E_X
31.764942169189453	Near		; therefore, 	E_X
31.935802459716797	By		; therefore, 	E_X
32.0679931640625	Near		; therefore, 	E_X
31.772663116455078	Near		; in short, 	E_X
32.26465606689453	By		; in short, 	E_X
32.13331604003906	Near		; in short, 	E_X
32.99308776855469	Near		; again, 	E_X
33.7902717590332	By		; again, 	E_X
33.648765563964844	Near		; again, 	E_X
32.52678298950195	Near		; I repeat, 	E_X
32.976219177246094	By		; I repeat, 	E_X
33.040245056152344	Near		; I repeat, 	E_X
31.90123176574707	Near		. Thus, 	E_X
32.803619384765625	Near		. That is, 	E_X
32.03927993774414	Near		. Therefore, 	E_X
32.473819732666016	Near		. In short, 	E_X
32.958099365234375	Near		. Again, 	E_X
33.52998352050781	Near		. I repeat, 	E_X
31.697845458984375	Near		; thus, 	E_X
31.14348602294922	Near		; that is, 	E_X
31.764942169189453	Near		; therefore, 	E_X
31.772663116455078	Near		; in short, 	E_X
32.99308776855469	Near		; again, 	E_X
32.52678298950195	Near		; I repeat, 	E_X
32.13148880004883	By		. Thus, 	E_X
32.88343048095703	By		. That is, 	E_X
32.15350341796875	By		. Therefore, 	E_X
32.845001220703125	By		. In short, 	E_X
33.737220764160156	By		. Again, 	E_X
33.785003662109375	By		. I repeat, 	E_X
31.996612548828125	By		; thus, 	E_X
31.447555541992188	By		; that is, 	E_X
31.935802459716797	By		; therefore, 	E_X
32.26465606689453	By		; in short, 	E_X
33.7902717590332	By		; again, 	E_X
32.976219177246094	By		; I repeat, 	E_X
32.131874084472656	Near		. Thus, 	E_X
33.04356384277344	Near		. That is, 	E_X
32.262245178222656	Near		. Therefore, 	E_X
32.74681854248047	Near		. In short, 	E_X
33.535362243652344	Near		. Again, 	E_X
33.98751449584961	Near		. I repeat, 	E_X
32.09722137451172	Near		; thus, 	E_X
31.47323226928711	Near		; that is, 	E_X
32.0679931640625	Near		; therefore, 	E_X
32.13331604003906	Near		; in short, 	E_X
33.648765563964844	Near		; again, 	E_X
33.040245056152344	Near		; I repeat, 	E_X
69.1854476928711	Near		. Thus, 	C_nX
69.85747528076172	By		. Thus, 	C_nX
69.00665283203125	Near		. Thus, 	C_nX
69.01287078857422	Near		. That is, 	C_nX
69.68974304199219	By		. That is, 	C_nX
68.99017333984375	Near		. That is, 	C_nX
69.37174987792969	Near		. Therefore, 	C_nX
69.88787078857422	By		. Therefore, 	C_nX
69.07815551757812	Near		. Therefore, 	C_nX
69.58413696289062	Near		. In short, 	C_nX
70.58086395263672	By		. In short, 	C_nX
69.51375579833984	Near		. In short, 	C_nX
71.86112213134766	Near		. Again, 	C_nX
73.64674377441406	By		. Again, 	C_nX
71.54139709472656	Near		. Again, 	C_nX
71.43863677978516	Near		. I repeat, 	C_nX
72.60279083251953	By		. I repeat, 	C_nX
71.35237121582031	Near		. I repeat, 	C_nX
69.6822509765625	Near		; thus, 	C_nX
70.35824584960938	By		; thus, 	C_nX
69.80510711669922	Near		; thus, 	C_nX
68.73066711425781	Near		; that is, 	C_nX
69.4280776977539	By		; that is, 	C_nX
69.10559844970703	Near		; that is, 	C_nX
70.1847915649414	Near		; therefore, 	C_nX
70.71697235107422	By		; therefore, 	C_nX
70.1582260131836	Near		; therefore, 	C_nX
70.40483856201172	Near		; in short, 	C_nX
71.52791595458984	By		; in short, 	C_nX
70.51658630371094	Near		; in short, 	C_nX
73.41973876953125	Near		; again, 	C_nX
75.32624816894531	By		; again, 	C_nX
73.3136215209961	Near		; again, 	C_nX
71.67829895019531	Near		; I repeat, 	C_nX
72.66508483886719	By		; I repeat, 	C_nX
71.7986068725586	Near		; I repeat, 	C_nX
69.1854476928711	Near		. Thus, 	C_nX
69.01287078857422	Near		. That is, 	C_nX
69.37174987792969	Near		. Therefore, 	C_nX
69.58413696289062	Near		. In short, 	C_nX
71.86112213134766	Near		. Again, 	C_nX
71.43863677978516	Near		. I repeat, 	C_nX
69.6822509765625	Near		; thus, 	C_nX
68.73066711425781	Near		; that is, 	C_nX
70.1847915649414	Near		; therefore, 	C_nX
70.40483856201172	Near		; in short, 	C_nX
73.41973876953125	Near		; again, 	C_nX
71.67829895019531	Near		; I repeat, 	C_nX
69.85747528076172	By		. Thus, 	C_nX
69.68974304199219	By		. That is, 	C_nX
69.88787078857422	By		. Therefore, 	C_nX
70.58086395263672	By		. In short, 	C_nX
73.64674377441406	By		. Again, 	C_nX
72.60279083251953	By		. I repeat, 	C_nX
70.35824584960938	By		; thus, 	C_nX
69.4280776977539	By		; that is, 	C_nX
70.71697235107422	By		; therefore, 	C_nX
71.52791595458984	By		; in short, 	C_nX
75.32624816894531	By		; again, 	C_nX
72.66508483886719	By		; I repeat, 	C_nX
69.00665283203125	Near		. Thus, 	C_nX
68.99017333984375	Near		. That is, 	C_nX
69.07815551757812	Near		. Therefore, 	C_nX
69.51375579833984	Near		. In short, 	C_nX
71.54139709472656	Near		. Again, 	C_nX
71.35237121582031	Near		. I repeat, 	C_nX
69.80510711669922	Near		; thus, 	C_nX
69.10559844970703	Near		; that is, 	C_nX
70.1582260131836	Near		; therefore, 	C_nX
70.51658630371094	Near		; in short, 	C_nX
73.3136215209961	Near		; again, 	C_nX
71.7986068725586	Near		; I repeat, 	C_nX
33.11409378051758	Near		. Thus, 	C_X
33.25560760498047	By		. Thus, 	C_X
32.72011947631836	Near		. Thus, 	C_X
32.91565704345703	Near		. That is, 	C_X
33.06781768798828	By		. That is, 	C_X
32.57038116455078	Near		. That is, 	C_X
33.20415115356445	Near		. Therefore, 	C_X
33.2435188293457	By		. Therefore, 	C_X
32.78955078125	Near		. Therefore, 	C_X
33.63882827758789	Near		. In short, 	C_X
33.95456314086914	By		. In short, 	C_X
33.290382385253906	Near		. In short, 	C_X
34.43266296386719	Near		. Again, 	C_X
35.482486724853516	By		. Again, 	C_X
34.33460998535156	Near		. Again, 	C_X
34.43396759033203	Near		. I repeat, 	C_X
35.327919006347656	By		. I repeat, 	C_X
34.45970153808594	Near		. I repeat, 	C_X
33.24492645263672	Near		; thus, 	C_X
33.45634460449219	By		; thus, 	C_X
33.07480239868164	Near		; thus, 	C_X
31.60614585876465	Near		; that is, 	C_X
31.8810977935791	By		; that is, 	C_X
31.538848876953125	Near		; that is, 	C_X
33.74350357055664	Near		; therefore, 	C_X
33.7621955871582	By		; therefore, 	C_X
33.451087951660156	Near		; therefore, 	C_X
33.14976501464844	Near		; in short, 	C_X
33.66984558105469	By		; in short, 	C_X
32.951210021972656	Near		; in short, 	C_X
34.726600646972656	Near		; again, 	C_X
35.63255310058594	By		; again, 	C_X
34.72776794433594	Near		; again, 	C_X
34.31465148925781	Near		; I repeat, 	C_X
35.19758987426758	By		; I repeat, 	C_X
34.34998321533203	Near		; I repeat, 	C_X
33.11409378051758	Near		. Thus, 	C_X
32.91565704345703	Near		. That is, 	C_X
33.20415115356445	Near		. Therefore, 	C_X
33.63882827758789	Near		. In short, 	C_X
34.43266296386719	Near		. Again, 	C_X
34.43396759033203	Near		. I repeat, 	C_X
33.24492645263672	Near		; thus, 	C_X
31.60614585876465	Near		; that is, 	C_X
33.74350357055664	Near		; therefore, 	C_X
33.14976501464844	Near		; in short, 	C_X
34.726600646972656	Near		; again, 	C_X
34.31465148925781	Near		; I repeat, 	C_X
33.25560760498047	By		. Thus, 	C_X
33.06781768798828	By		. That is, 	C_X
33.2435188293457	By		. Therefore, 	C_X
33.95456314086914	By		. In short, 	C_X
35.482486724853516	By		. Again, 	C_X
35.327919006347656	By		. I repeat, 	C_X
33.45634460449219	By		; thus, 	C_X
31.8810977935791	By		; that is, 	C_X
33.7621955871582	By		; therefore, 	C_X
33.66984558105469	By		; in short, 	C_X
35.63255310058594	By		; again, 	C_X
35.19758987426758	By		; I repeat, 	C_X
32.72011947631836	Near		. Thus, 	C_X
32.57038116455078	Near		. That is, 	C_X
32.78955078125	Near		. Therefore, 	C_X
33.290382385253906	Near		. In short, 	C_X
34.33460998535156	Near		. Again, 	C_X
34.45970153808594	Near		. I repeat, 	C_X
33.07480239868164	Near		; thus, 	C_X
31.538848876953125	Near		; that is, 	C_X
33.451087951660156	Near		; therefore, 	C_X
32.951210021972656	Near		; in short, 	C_X
34.72776794433594	Near		; again, 	C_X
34.34998321533203	Near		; I repeat, 	C_X
37.307594299316406	Near		. Thus, 	E_nX
37.32464599609375	By		. Thus, 	E_nX
37.597564697265625	Near		. Thus, 	E_nX
38.435791015625	Near		. That is, 	E_nX
38.375648498535156	By		. That is, 	E_nX
38.6085205078125	Near		. That is, 	E_nX
37.54332733154297	Near		. Therefore, 	E_nX
37.49967575073242	By		. Therefore, 	E_nX
37.79841995239258	Near		. Therefore, 	E_nX
37.570098876953125	Near		. In short, 	E_nX
37.84326934814453	By		. In short, 	E_nX
37.860191345214844	Near		. In short, 	E_nX
38.99043273925781	Near		. Again, 	E_nX
39.61134719848633	By		. Again, 	E_nX
39.365509033203125	Near		. Again, 	E_nX
40.017295837402344	Near		. I repeat, 	E_nX
40.31220626831055	By		. I repeat, 	E_nX
40.211524963378906	Near		. I repeat, 	E_nX
37.66119384765625	Near		; thus, 	E_nX
37.63085174560547	By		; thus, 	E_nX
38.03858947753906	Near		; thus, 	E_nX
37.19205093383789	Near		; that is, 	E_nX
37.18508529663086	By		; that is, 	E_nX
37.53711700439453	Near		; that is, 	E_nX
37.52836227416992	Near		; therefore, 	E_nX
37.488285064697266	By		; therefore, 	E_nX
37.826698303222656	Near		; therefore, 	E_nX
37.55022048950195	Near		; in short, 	E_nX
38.05533218383789	By		; in short, 	E_nX
38.082576751708984	Near		; in short, 	E_nX
39.78789520263672	Near		; again, 	E_nX
40.27082061767578	By		; again, 	E_nX
40.23599624633789	Near		; again, 	E_nX
38.69429016113281	Near		; I repeat, 	E_nX
38.904624938964844	By		; I repeat, 	E_nX
38.96862030029297	Near		; I repeat, 	E_nX
37.307594299316406	Near		. Thus, 	E_nX
38.435791015625	Near		. That is, 	E_nX
37.54332733154297	Near		. Therefore, 	E_nX
37.570098876953125	Near		. In short, 	E_nX
38.99043273925781	Near		. Again, 	E_nX
40.017295837402344	Near		. I repeat, 	E_nX
37.66119384765625	Near		; thus, 	E_nX
37.19205093383789	Near		; that is, 	E_nX
37.52836227416992	Near		; therefore, 	E_nX
37.55022048950195	Near		; in short, 	E_nX
39.78789520263672	Near		; again, 	E_nX
38.69429016113281	Near		; I repeat, 	E_nX
37.32464599609375	By		. Thus, 	E_nX
38.375648498535156	By		. That is, 	E_nX
37.49967575073242	By		. Therefore, 	E_nX
37.84326934814453	By		. In short, 	E_nX
39.61134719848633	By		. Again, 	E_nX
40.31220626831055	By		. I repeat, 	E_nX
37.63085174560547	By		; thus, 	E_nX
37.18508529663086	By		; that is, 	E_nX
37.488285064697266	By		; therefore, 	E_nX
38.05533218383789	By		; in short, 	E_nX
40.27082061767578	By		; again, 	E_nX
38.904624938964844	By		; I repeat, 	E_nX
37.597564697265625	Near		. Thus, 	E_nX
38.6085205078125	Near		. That is, 	E_nX
37.79841995239258	Near		. Therefore, 	E_nX
37.860191345214844	Near		. In short, 	E_nX
39.365509033203125	Near		. Again, 	E_nX
40.211524963378906	Near		. I repeat, 	E_nX
38.03858947753906	Near		; thus, 	E_nX
37.53711700439453	Near		; that is, 	E_nX
37.826698303222656	Near		; therefore, 	E_nX
38.082576751708984	Near		; in short, 	E_nX
40.23599624633789	Near		; again, 	E_nX
38.96862030029297	Near		; I repeat, 	E_nX
37.33707809448242	Near		. Thus, 	E_X
37.61374282836914	By		. Thus, 	E_X
37.72244644165039	Near		. Thus, 	E_X
39.125057220458984	Near		. That is, 	E_X
39.23772048950195	By		. That is, 	E_X
39.52403259277344	Near		. That is, 	E_X
37.431095123291016	Near		. Therefore, 	E_X
37.76606750488281	By		. Therefore, 	E_X
37.89640808105469	Near		. Therefore, 	E_X
38.06256866455078	Near		. In short, 	E_X
38.43668746948242	By		. In short, 	E_X
38.441226959228516	Near		. In short, 	E_X
38.114715576171875	Near		. Again, 	E_X
38.91633605957031	By		. Again, 	E_X
38.7866096496582	Near		. Again, 	E_X
39.963809967041016	Near		. I repeat, 	E_X
40.42504119873047	By		. I repeat, 	E_X
40.340457916259766	Near		. I repeat, 	E_X
36.969078063964844	Near		; thus, 	E_X
37.16911697387695	By		; thus, 	E_X
37.41326904296875	Near		; thus, 	E_X
36.706382751464844	Near		; that is, 	E_X
37.01597595214844	By		; that is, 	E_X
37.15482711791992	Near		; that is, 	E_X
36.76715850830078	Near		; therefore, 	E_X
37.066307067871094	By		; therefore, 	E_X
37.227142333984375	Near		; therefore, 	E_X
37.21038818359375	Near		; in short, 	E_X
37.90479278564453	By		; in short, 	E_X
37.750389099121094	Near		; in short, 	E_X
38.07601547241211	Near		; again, 	E_X
39.00950622558594	By		; again, 	E_X
38.631675720214844	Near		; again, 	E_X
37.813636779785156	Near		; I repeat, 	E_X
38.314247131347656	By		; I repeat, 	E_X
38.19139862060547	Near		; I repeat, 	E_X
37.33707809448242	Near		. Thus, 	E_X
39.125057220458984	Near		. That is, 	E_X
37.431095123291016	Near		. Therefore, 	E_X
38.06256866455078	Near		. In short, 	E_X
38.114715576171875	Near		. Again, 	E_X
39.963809967041016	Near		. I repeat, 	E_X
36.969078063964844	Near		; thus, 	E_X
36.706382751464844	Near		; that is, 	E_X
36.76715850830078	Near		; therefore, 	E_X
